"";"DRS";"UTI_adulto_1";"UTI_adulto_2";"UTI_adulto_3";"UTI_adulto_4";"UTI_adulto_0";"UTI_adulto_total";"UTI_ped_1";"UTI_ped_2";"UTI_ped_3";"UTI_ped_4";"UTI_ped_total";"data"
"251";"DRS XIII - RIBEIRÃO PRETO";1;18;4;2;1;26;NA;NA;NA;NA;NA;2021-04-08
"252";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;7;NA;NA;NA;7;NA;NA;NA;NA;NA;2021-04-08
"253";"DRS XV - SÃO JOSÉ DO RIO PRETO";5;68;19;16;1;109;NA;NA;NA;NA;NA;2021-04-08
"254";"DRS XVI - SOROCABA";6;26;20;14;NA;66;1;NA;NA;NA;1;2021-04-08
"255";"DRS XVII - TAUBATÉ";1;25;8;2;4;40;NA;NA;NA;NA;NA;2021-04-08
"256";"DRS I - GRANDE SÃO PAULO";93;184;29;32;5;343;1;2;NA;1;4;2021-04-09
"257";"DRS II - ARAÇATUBA";1;15;6;3;NA;25;NA;NA;NA;NA;NA;2021-04-09
"258";"DRS III - ARARAQUARA";NA;6;7;6;NA;19;NA;NA;NA;NA;NA;2021-04-09
"259";"DRS IV - BAIXADA SANTISTA";2;17;14;NA;NA;33;NA;NA;NA;NA;NA;2021-04-09
"260";"DRS V - BARRETOS";NA;20;7;1;4;32;NA;NA;NA;NA;NA;2021-04-09
"261";"DRS VI - BAURU";3;12;11;2;NA;28;NA;NA;NA;NA;NA;2021-04-09
"262";"DRS VII - CAMPINAS";20;35;11;6;NA;72;NA;NA;NA;NA;NA;2021-04-09
